#t	e1x	e1y	e1z	e2x	e2y	e2z
57.1	-3570.44	1842.33	-4292.37	-3570.44	1842.33	-4387.37
57.2	-3534.13	1821.02	-3551.67	-3534.13	1821.02	-3646.67
57.3	-3516.63	1543.33	-3324.16	-3516.63	1543.33	-3419.16
57.4	-3334.88	1910.68	-2669.01	-3334.88	1910.68	-2764.01
57.5	-3262.76	1783.12	-2860.98	-3262.76	1783.12	-2955.98
57.6	-2859.93	1792.8	-2831.6	-2859.93	1792.8	-2926.6
57.7	-3019.04	1584.88	-3260.05	-3019.04	1584.88	-3355.05
57.8	-2829.48	1624.57	-4285	-2829.48	1624.57	-4380
57.9	-2628.41	1661.29	-3748.54	-2628.41	1661.29	-3843.54
58	-2602.53	1859.01	-3235.78	-2602.53	1859.01	-3330.78
58.1	-2531.69	2146.27	-2717.14	-2531.69	2146.27	-2812.14
58.2	-2408.64	2191.58	-2821.03	-2408.64	2191.58	-2916.03
58.3	-2172.36	2316.72	-3065.11	-2172.36	2316.72	-3160.11
58.4	-2349.22	2644.16	-3261.09	-2349.22	2644.16	-3356.09
58.5	-2293	2643.61	-2813.55	-2293	2643.61	-2908.55
58.6	-2385.26	2654.06	-2715.17	-2385.26	2654.06	-2810.17
58.7	-2493.82	2840.62	-2781.83	-2493.82	2840.62	-2876.83
58.8	-2231.39	2525.17	-3294.99	-2231.39	2525.17	-3389.99
58.9	-2065.28	2209.56	-2992.07	-2065.28	2209.56	-3087.07
59	-2207.65	2263.31	-3150.58	-2207.65	2263.31	-3245.58
59.1	-2150.09	2414.1	-3393.9	-2150.09	2414.1	-3488.9
59.2	-2338.7	2490.12	-3584.44	-2338.7	2490.12	-3679.44
59.3	-1924.35	2574.72	-3539.42	-1924.35	2574.72	-3634.42
59.4	-2008.88	2519.48	-3481.6	-2008.88	2519.48	-3576.6
59.5	-2033.72	2471.01	-3078.33	-2033.72	2471.01	-3173.33
59.6	-1852.57	2374.5	-3101.38	-1852.57	2374.5	-3196.38
59.7	-1828.9	2397.47	-2576.12	-1828.9	2397.47	-2671.12
59.8	-1940.57	2197.48	-2941.45	-1940.57	2197.48	-3036.45
59.9	-2163.2	2556.22	-2721.23	-2163.2	2556.22	-2816.23
60	-2295.83	2832.75	-3053.59	-2295.83	2832.75	-3148.59
60.1	-2317.33	2727.63	-2714.6	-2317.33	2727.63	-2809.6
60.2	-2081.68	2829.94	-3236.06	-2081.68	2829.94	-3331.06
60.3	-2361.37	2749.83	-3149.73	-2361.37	2749.83	-3244.73
60.4	-2108.42	2582.46	-2768.81	-2108.42	2582.46	-2863.81
60.5	-2236.54	2456.46	-1711.12	-2236.54	2456.46	-1806.12
60.6	-2285.58	2705.93	-1385.54	-2285.58	2705.93	-1480.54
60.7	-2478.86	2897.62	-787.767	-2478.86	2897.62	-882.767
60.8	-2729.45	2699.91	-591.176	-2729.45	2699.91	-686.176
60.9	-2389.3	2712.11	-664.89	-2389.3	2712.11	-759.89
61	-2342.53	2727.01	-1064.42	-2342.53	2727.01	-1159.42
61.1	-2419.79	2846.56	-628.211	-2419.79	2846.56	-723.211
61.2	-2415.97	2919.23	-390.703	-2415.97	2919.23	-485.703
61.3	-2301.27	3008.65	-334.655	-2301.27	3008.65	-429.655
61.4	-2257.64	2913.39	177.885	-2257.64	2913.39	82.8848
61.5	-2102.87	3068.04	-160.005	-2102.87	3068.04	-255.005
61.6	-2491.98	2910.13	-21.4824	-2491.98	2910.13	-116.482
61.7	-2490.99	2836.04	541.891	-2490.99	2836.04	446.891
61.8	-2448.33	2988	680.469	-2448.33	2988	585.469
61.9	-2765.8	3095.81	362.787	-2765.8	3095.81	267.787
62	-2753.68	3299.02	-131.094	-2753.68	3299.02	-226.094
62.1	-2743.18	3351.51	186.147	-2743.18	3351.51	91.1474
62.2	-2857.3	3153.42	-53.2354	-2857.3	3153.42	-148.235
62.3	-2457.41	3318.5	-134.696	-2457.41	3318.5	-229.696
62.4	-2398.72	3119.89	-109.377	-2398.72	3119.89	-204.377
62.5	-2299.17	3034.31	-77.8575	-2299.17	3034.31	-172.857
62.6	-2406.42	2976.35	-163.423	-2406.42	2976.35	-258.423
62.7	-2609.8	2781.51	-272.568	-2609.8	2781.51	-367.568
62.8	-2620.04	2795.36	-285.413	-2620.04	2795.36	-380.413
62.9	-2809.49	2582.24	-211.703	-2809.49	2582.24	-306.703
63	-2942.48	2635.68	-716.307	-2942.48	2635.68	-811.307
63.1	-2637.39	2432.47	-409.755	-2637.39	2432.47	-504.755
63.2	-2748.35	2458.94	-616.258	-2748.35	2458.94	-711.258
63.3	-3067.77	2401.86	-698.786	-3067.77	2401.86	-793.786
63.4	-2906.36	2435.5	-857.755	-2906.36	2435.5	-952.755
63.5	-3047.37	2522.58	-528.873	-3047.37	2522.58	-623.873
63.6	-2966.49	2709.89	-699.692	-2966.49	2709.89	-794.692
63.7	-3047.71	2883.44	-823.201	-3047.71	2883.44	-918.201
63.8	-3081.62	3313.85	-1146.83	-3081.62	3313.85	-1241.83
63.9	-3101.96	3319.97	-1381.73	-3101.96	3319.97	-1476.73
64	-2883.41	3307.05	-1494.05	-2883.41	3307.05	-1589.05
64.1	-2630.35	3487.83	-1276.26	-2630.35	3487.83	-1371.26
64.2	-2607.37	3586.02	-1306.07	-2607.37	3586.02	-1401.07
64.3	-2853.46	3878.16	-1122.12	-2853.46	3878.16	-1217.12
64.4	-2695.37	3703.05	-693.479	-2695.37	3703.05	-788.479
64.5	-2763.87	3575.35	-216.993	-2763.87	3575.35	-311.993
64.6	-2705.28	3628.63	191.244	-2705.28	3628.63	96.2443
64.7	-2671.74	3919.26	-229.313	-2671.74	3919.26	-324.313
64.8	-3051.03	3597.23	439.64	-3051.03	3597.23	344.64
64.9	-2756.27	3471.15	387.988	-2756.27	3471.15	292.988
65	-2794.17	3241.08	550.572	-2794.17	3241.08	455.572
65.1	-2853.21	3284.6	396.412	-2853.21	3284.6	301.412
65.2	-2671.96	3069.1	458.489	-2671.96	3069.1	363.489
65.3	-3043.43	2944.43	573.658	-3043.43	2944.43	478.658
65.4	-3178.28	2855.11	619.663	-3178.28	2855.11	524.663
65.5	-3191.39	2990.91	843.249	-3191.39	2990.91	748.249
65.6	-3051.14	2758.83	972.409	-3051.14	2758.83	877.409
65.7	-2886	2680.34	1510.09	-2886	2680.34	1415.09
65.8	-2784.58	2933.96	1538.71	-2784.58	2933.96	1443.71
65.9	-2662.25	2951.54	1342.07	-2662.25	2951.54	1247.07
66	-2670.46	3439.87	1159.33	-2670.46	3439.87	1064.33
66.1	-2678.62	3186.97	850.551	-2678.62	3186.97	755.551
66.2	-2751.68	2976.86	1308.62	-2751.68	2976.86	1213.62
66.3	-2610.28	3219.65	1133.32	-2610.28	3219.65	1038.32
66.4	-2606.93	2948	1470.83	-2606.93	2948	1375.83
66.5	-2769.66	2781.38	2028.55	-2769.66	2781.38	1933.55
66.6	-2766.53	2801.27	1504.23	-2766.53	2801.27	1409.23
66.7	-2828.95	2540.02	1612.99	-2828.95	2540.02	1517.99
66.8	-3054.68	2716.26	2251.62	-3054.68	2716.26	2156.62
66.9	-2989.9	2683.43	2223.14	-2989.9	2683.43	2128.14
67	-2962.3	2495.18	2199.16	-2962.3	2495.18	2104.16
67.1	-3264.12	2496.87	1945.09	-3264.12	2496.87	1850.09
67.2	-3348.75	2845.37	1762.6	-3348.75	2845.37	1667.6
67.3	-3686.56	2843.72	1365.79	-3686.56	2843.72	1270.79
67.4	-3738.33	3042.81	1524.09	-3738.33	3042.81	1429.09
67.5	-4065.69	3098.96	1767.89	-4065.69	3098.96	1672.89
67.6	-4115.13	3264.64	1442.93	-4115.13	3264.64	1347.93
67.7	-4180.68	3013.06	815.022	-4180.68	3013.06	720.022
67.8	-4400.69	3119.47	1204.28	-4400.69	3119.47	1109.28
67.9	-4703.69	2927.02	1666.19	-4703.69	2927.02	1571.19
68	-4578.01	2950.88	1509.68	-4578.01	2950.88	1414.68
68.1	-4468.51	3094.68	1284.16	-4468.51	3094.68	1189.16
68.2	-4265.45	2857.86	1621.65	-4265.45	2857.86	1526.65
68.3	-4439.44	2520.48	1140.98	-4439.44	2520.48	1045.98
68.4	-4383.39	2582.83	909.415	-4383.39	2582.83	814.415
68.5	-4401.57	2269.97	1128.97	-4401.57	2269.97	1033.97
68.6	-4481.02	2380.31	1417.73	-4481.02	2380.31	1322.73
68.7	-4521.87	2227.96	1951.19	-4521.87	2227.96	1856.19
68.8	-4796.7	2091.27	1920.99	-4796.7	2091.27	1825.99
68.9	-4961.87	1877.36	1838.4	-4961.87	1877.36	1743.4
69	-4968.97	1478.98	1925.46	-4968.97	1478.98	1830.46
69.1	-4917.82	1424.21	2089.99	-4917.82	1424.21	1994.99
69.2	-5171.61	1513.82	2362.17	-5171.61	1513.82	2267.17
69.3	-4987.06	1514.64	2275.77	-4987.06	1514.64	2180.77
69.4	-4822.41	1672.87	2276.55	-4822.41	1672.87	2181.55
69.5	-4815.35	1471.2	2752.76	-4815.35	1471.2	2657.76
69.6	-4681.73	1447.2	3436.06	-4681.73	1447.2	3341.06
69.7	-4884.51	1491.63	3431.95	-4884.51	1491.63	3336.95
69.8	-4850.65	1452.89	3675.99	-4850.65	1452.89	3580.99
69.9	-5022.04	1486.75	3377.51	-5022.04	1486.75	3282.51
70	-5020.2	1228.21	3614.24	-5020.2	1228.21	3519.24
70.1	-4717.65	1077.7	3390.25	-4717.65	1077.7	3295.25
70.2	-4654.53	928.369	3438.33	-4654.53	928.369	3343.33
70.3	-4400.71	1014.3	3523.17	-4400.71	1014.3	3428.17
70.4	-4143.03	859.882	3093.89	-4143.03	859.882	2998.89
70.5	-4246.11	1095.56	3023.84	-4246.11	1095.56	2928.84
70.6	-4409.84	1052.58	2608.37	-4409.84	1052.58	2513.37
70.7	-4380.88	1209.12	2176.31	-4380.88	1209.12	2081.31
70.8	-4340.41	1207.17	2182.26	-4340.41	1207.17	2087.26
70.9	-4346.07	936.194	2884.6	-4346.07	936.194	2789.6
71	-4006.85	1074.56	2106.49	-4006.85	1074.56	2011.49
71.1	-3900.51	916.104	2214.12	-3900.51	916.104	2119.12
71.2	-3655.17	1115.55	2072.01	-3655.17	1115.55	1977.01
71.3	-3747.05	1133.62	1812.63	-3747.05	1133.62	1717.63
71.4	-3631.74	1009.59	2421.87	-3631.74	1009.59	2326.87
71.5	-3655.09	1052.08	2676.35	-3655.09	1052.08	2581.35
71.6	-3552.42	1083.07	2466.64	-3552.42	1083.07	2371.64
71.7	-3759.31	1228.66	2757.93	-3759.31	1228.66	2662.93
71.8	-3642.48	1288.47	2671.55	-3642.48	1288.47	2576.55
71.9	-3592.34	1340.61	2526.93	-3592.34	1340.61	2431.93
72	-3612.61	1368.64	2950.67	-3612.61	1368.64	2855.67
72.1	-3680.26	1423.49	3042.36	-3680.26	1423.49	2947.36
72.2	-3792.42	1447.76	3285.47	-3792.42	1447.76	3190.47
72.3	-3984.77	1393.81	2628.66	-3984.77	1393.81	2533.66
72.4	-4400.97	1251.85	3008.25	-4400.97	1251.85	2913.25
72.5	-4363.41	1383.79	2917.88	-4363.41	1383.79	2822.88
72.6	-4290.31	1006.28	2793.69	-4290.31	1006.28	2698.69
72.7	-4449.96	918.897	2570.52	-4449.96	918.897	2475.52
72.8	-4553.38	919.428	2558.43	-4553.38	919.428	2463.43
72.9	-4259.22	824.027	2126.18	-4259.22	824.027	2031.18
73	-4456.4	954.4	2165.43	-4456.4	954.4	2070.43
73.1	-4203.89	823.2	2004.31	-4203.89	823.2	1909.31
73.2	-4618.02	563.502	1331.91	-4618.02	563.502	1236.91
73.3	-4780.8	674.711	948.098	-4780.8	674.711	853.098
73.4	-5015.77	463.84	716.298	-5015.77	463.84	621.298
73.5	-4979.93	502.322	943.264	-4979.93	502.322	848.264
73.6	-4516.93	638.884	888.417	-4516.93	638.884	793.417
73.7	-4360.76	448.331	971.611	-4360.76	448.331	876.611
73.8	-4560.66	341.93	1255.5	-4560.66	341.93	1160.5
73.9	-4559.52	341.942	1304.66	-4559.52	341.942	1209.66
74	-4761.16	206.464	1017.4	-4761.16	206.464	922.4
74.1	-4905.47	233.279	884.198	-4905.47	233.279	789.198
74.2	-5006.84	275.373	549.662	-5006.84	275.373	454.662
74.3	-5145.09	246.7	612.413	-5145.09	246.7	517.413
74.4	-4894.65	582.826	399.502	-4894.65	582.826	304.502
74.5	-4850.56	504.753	-4.35118	-4850.56	504.753	-99.3512
74.6	-4701.28	743.681	65.672	-4701.28	743.681	-29.328
74.7	-4663.21	1063.95	334.12	-4663.21	1063.95	239.12
74.8	-5066.83	1351.14	652.188	-5066.83	1351.14	557.188
74.9	-5011.93	938.877	-320.439	-5011.93	938.877	-415.439
75	-4841.7	848.399	-357.366	-4841.7	848.399	-452.366
75.1	-5207.27	846.445	-581.439	-5207.27	846.445	-676.439
75.2	-5239.03	749.188	-98.0173	-5239.03	749.188	-193.017
75.3	-5025.09	910.16	-752.621	-5025.09	910.16	-847.621
75.4	-4775.51	1138.18	-1048.2	-4775.51	1138.18	-1143.2
75.5	-4509.04	1273.35	-1208.04	-4509.04	1273.35	-1303.04
75.6	-4503.28	1006.62	-1777.37	-4503.28	1006.62	-1872.37
75.7	-4116.68	1325.36	-1938.91	-4116.68	1325.36	-2033.91
75.8	-4107.68	995.991	-1718	-4107.68	995.991	-1813
75.9	-4463.16	1067.46	-1830.29	-4463.16	1067.46	-1925.29
76	-4136.64	1127.93	-1897.71	-4136.64	1127.93	-1992.71
76.1	-4168.55	1358.82	-2026.37	-4168.55	1358.82	-2121.37
76.2	-4466.33	1192.18	-2038.85	-4466.33	1192.18	-2133.85
76.3	-4283.16	1225.92	-1818.26	-4283.16	1225.92	-1913.26
76.4	-4217.57	785.989	-1790.2	-4217.57	785.989	-1885.2
76.5	-4430.84	951.833	-1301.73	-4430.84	951.833	-1396.73
76.6	-4469.33	727.509	-1547.01	-4469.33	727.509	-1642.01
76.7	-4751.68	948.742	-1621.48	-4751.68	948.742	-1716.48
76.8	-4694.65	1031.83	-2299.24	-4694.65	1031.83	-2394.24
76.9	-4956.1	1066.24	-2206.45	-4956.1	1066.24	-2301.45
77	-4890.53	1221.5	-2069.12	-4890.53	1221.5	-2164.12
77.1	-5113.45	1259.07	-2179.13	-5113.45	1259.07	-2274.13
77.2	-5298.65	1416.94	-2039.02	-5298.65	1416.94	-2134.02
77.3	-5558.37	1740.27	-1825.8	-5558.37	1740.27	-1920.8
77.4	-5513.44	1753.63	-1115.9	-5513.44	1753.63	-1210.9
77.5	-5666.06	1704.22	-1356.22	-5666.06	1704.22	-1451.22
77.6	-5765.56	1633.85	-899.631	-5765.56	1633.85	-994.631
77.7	-5826.83	1372.21	-1923.26	-5826.83	1372.21	-2018.26
77.8	-6037.9	1233.7	-2532.04	-6037.9	1233.7	-2627.04
77.9	-6128.14	1399.9	-2378.33	-6128.14	1399.9	-2473.33
78	-5972.64	1648.47	-2040.21	-5972.64	1648.47	-2135.21
78.1	-5772.51	1335.87	-1742.48	-5772.51	1335.87	-1837.48
78.2	-5699.31	1298.39	-2416.99	-5699.31	1298.39	-2511.99
78.3	-5793.76	1162.76	-2536.96	-5793.76	1162.76	-2631.96
78.4	-5770.79	1136.5	-2971.64	-5770.79	1136.5	-3066.64
78.5	-6171.54	1159.81	-2771.15	-6171.54	1159.81	-2866.15
78.6	-6283.28	1215.17	-2667.69	-6283.28	1215.17	-2762.69
78.7	-6340.99	1280.05	-2582.65	-6340.99	1280.05	-2677.65
78.8	-6017.77	1113.81	-2368.18	-6017.77	1113.81	-2463.18
78.9	-5899.79	1149.56	-2153.08	-5899.79	1149.56	-2248.08
79	-6150.04	1436.99	-1586.23	-6150.04	1436.99	-1681.23
79.1	-6477.11	1388.7	-1307.22	-6477.11	1388.7	-1402.22
79.2	-6221.23	1113.54	-923.652	-6221.23	1113.54	-1018.65
79.3	-6295.76	1062.88	-691.032	-6295.76	1062.88	-786.032
79.4	-6104.01	829.409	-566.045	-6104.01	829.409	-661.045
79.5	-5923.95	1016.57	-447.673	-5923.95	1016.57	-542.673
79.6	-5741.46	924.242	-338.001	-5741.46	924.242	-433.001
79.7	-6294.96	378.901	-346.608	-6294.96	378.901	-441.608
79.8	-6478.37	408.681	-279.617	-6478.37	408.681	-374.617
79.9	-6393.15	480.428	-181.849	-6393.15	480.428	-276.849
80	-6461.29	232.021	-72.6052	-6461.29	232.021	-167.605
80.1	-6463.66	57.019	-226.143	-6463.66	57.019	-321.143
80.2	-6238.67	-134.976	-669.281	-6238.67	-134.976	-764.281
80.3	-6485.09	16.5984	-378.772	-6485.09	16.5984	-473.772
80.4	-6596.59	139.661	-321.501	-6596.59	139.661	-416.501
80.5	-6467.82	186.248	-527.807	-6467.82	186.248	-622.807
80.6	-6377.74	-182.088	-48.3184	-6377.74	-182.088	-143.318
80.7	-6440.85	-36.5639	145.396	-6440.85	-36.5639	50.3963
80.8	-6452.89	263.765	168.206	-6452.89	263.765	73.2057
80.9	-6442.85	291.364	42.4959	-6442.85	291.364	-52.5041
81	-6210.8	176.784	760.325	-6210.8	176.784	665.325
81.1	-5870.53	261.119	902.72	-5870.53	261.119	807.72
81.2	-5805.97	692.141	1541.33	-5805.97	692.141	1446.33
81.3	-5828.35	509.52	882.639	-5828.35	509.52	787.639
81.4	-5926.6	504.689	1127.75	-5926.6	504.689	1032.75
81.5	-6009.18	437.33	1111.62	-6009.18	437.33	1016.62
81.6	-6004.43	517.438	1289.45	-6004.43	517.438	1194.45
81.7	-6047.87	477.715	1754.36	-6047.87	477.715	1659.36
81.8	-5876.87	617.162	1248.26	-5876.87	617.162	1153.26
81.9	-5916.34	595.994	1168.38	-5916.34	595.994	1073.38
82	-5637.16	722.394	844.336	-5637.16	722.394	749.336
82.1	-5391.81	1029.86	484.942	-5391.81	1029.86	389.942
82.2	-5380.73	1063.86	904.297	-5380.73	1063.86	809.297
82.3	-5449.79	1106.79	1117.96	-5449.79	1106.79	1022.96
82.4	-5551.37	1163.95	1119.57	-5551.37	1163.95	1024.57
82.5	-5648.91	1154.79	1728.43	-5648.91	1154.79	1633.43
82.6	-5487.06	617.554	1503.94	-5487.06	617.554	1408.94
82.7	-5178.28	796.633	1523.06	-5178.28	796.633	1428.06
82.8	-5542.41	832.395	1025.02	-5542.41	832.395	930.018
82.9	-5465.34	717.821	533.986	-5465.34	717.821	438.986
83	-5350.35	392.98	901.834	-5350.35	392.98	806.834
83.1	-5378.45	358.245	793.158	-5378.45	358.245	698.158
83.2	-5653.19	475.92	519.947	-5653.19	475.92	424.947
83.3	-5640.28	433.661	326.561	-5640.28	433.661	231.561
83.4	-5438.5	867.787	24.9656	-5438.5	867.787	-70.0344
83.5	-5114.96	1103.4	484.982	-5114.96	1103.4	389.982
83.6	-5290.18	721.723	-186.242	-5290.18	721.723	-281.242
83.7	-5376.09	913.227	-597.61	-5376.09	913.227	-692.61
83.8	-5332.08	1426.7	-359.787	-5332.08	1426.7	-454.787
83.9	-5783.41	1387.36	-1102.34	-5783.41	1387.36	-1197.34
84	-5904.37	1313.01	-1421.24	-5904.37	1313.01	-1516.24
84.1	-6073.83	1289.14	-1243.05	-6073.83	1289.14	-1338.05
84.2	-6198.71	1129.25	-885.275	-6198.71	1129.25	-980.275
84.3	-6046.99	772.668	-557.887	-6046.99	772.668	-652.887
84.4	-6053.97	934.285	-85.9478	-6053.97	934.285	-180.948
84.5	-5825.22	679.154	316.021	-5825.22	679.154	221.021
84.6	-6144.56	488.937	321.833	-6144.56	488.937	226.833
84.7	-6323.96	630.816	427.85	-6323.96	630.816	332.85
84.8	-6597.34	699.418	-21.2669	-6597.34	699.418	-116.267
84.9	-6405.71	692.207	-191.567	-6405.71	692.207	-286.567
85	-6982.4	894.799	51.7361	-6982.4	894.799	-43.2639
85.1	-6745.95	783.239	-736.541	-6745.95	783.239	-831.541
85.2	-6499.6	920.5	-1402.24	-6499.6	920.5	-1497.24
85.3	-6223.46	841.863	-1769.15	-6223.46	841.863	-1864.15
85.4	-6429.34	845.797	-1370.14	-6429.34	845.797	-1465.14
85.5	-6364.78	861.664	-1394.2	-6364.78	861.664	-1489.2
85.6	-6206.79	955.136	-1160.75	-6206.79	955.136	-1255.75
85.7	-6198.44	906.739	-913.416	-6198.44	906.739	-1008.42
85.8	-6228.34	694.634	-1024.72	-6228.34	694.634	-1119.72
85.9	-6270.77	607.619	-1299.37	-6270.77	607.619	-1394.37
86	-6726.41	486.6	-1899.51	-6726.41	486.6	-1994.51
86.1	-6461.48	275.279	-2786.6	-6461.48	275.279	-2881.6
86.2	-6467.52	328.778	-3244.06	-6467.52	328.778	-3339.06
86.3	-6651.13	428.976	-3366.96	-6651.13	428.976	-3461.96
86.4	-6593.51	455.937	-3352.65	-6593.51	455.937	-3447.65
86.5	-6424.45	568.955	-4045.74	-6424.45	568.955	-4140.74
86.6	-6566.9	264.633	-3487.98	-6566.9	264.633	-3582.98
86.7	-6824.45	114.888	-3835.55	-6824.45	114.888	-3930.55
86.8	-6977.44	-178.713	-3285.32	-6977.44	-178.713	-3380.32
86.9	-6927.52	178.362	-3380.13	-6927.52	178.362	-3475.13
87	-7155.96	319.889	-3791.57	-7155.96	319.889	-3886.57
87.1	-7088.04	474.374	-3971.84	-7088.04	474.374	-4066.84
87.2	-7313.4	307.488	-3540.08	-7313.4	307.488	-3635.08
87.3	-7127.38	25.0267	-4032.49	-7127.38	25.0267	-4127.49
87.4	-7131.6	75.7847	-4402.13	-7131.6	75.7847	-4497.13
87.5	-7134.4	-2.49055	-4145.11	-7134.4	-2.49055	-4240.11
87.6	-7400.75	-138.227	-4884.45	-7400.75	-138.227	-4979.45
87.7	-7275.16	-164.876	-4593.56	-7275.16	-164.876	-4688.56
87.8	-7096.73	-44.0679	-4575.05	-7096.73	-44.0679	-4670.05
87.9	-7359.13	178.96	-3930.69	-7359.13	178.96	-4025.69
88	-7173.36	-226.05	-3515.03	-7173.36	-226.05	-3610.03
88.1	-7235.69	-167.362	-3390.7	-7235.69	-167.362	-3485.7
88.2	-7123.39	-139.468	-3955.67	-7123.39	-139.468	-4050.67
88.3	-7202.86	-200.845	-4355.32	-7202.86	-200.845	-4450.32
88.4	-7494.62	-81.2242	-4010.16	-7494.62	-81.2242	-4105.16
88.5	-7317.64	168.305	-3991.14	-7317.64	168.305	-4086.14
88.6	-7505.39	56.3235	-3947.19	-7505.39	56.3235	-4042.19
88.7	-7605.55	28.4111	-4069.04	-7605.55	28.4111	-4164.04
88.8	-7436.37	10.7239	-3840.96	-7436.37	10.7239	-3935.96
88.9	-7608.38	181.446	-3727.23	-7608.38	181.446	-3822.23
89	-7583.5	92.4307	-3192.1	-7583.5	92.4307	-3287.1
89.1	-7483.38	387.632	-2906.65	-7483.38	387.632	-3001.65
89.2	-7473.71	-66.9296	-2712.42	-7473.71	-66.9296	-2807.42
89.3	-7305.13	-282.806	-2733.99	-7305.13	-282.806	-2828.99
89.4	-7405.66	-425.07	-2129.8	-7405.66	-425.07	-2224.8
89.5	-7638.46	-429.392	-2307.56	-7638.46	-429.392	-2402.56
89.6	-7608.02	-249.122	-2764.99	-7608.02	-249.122	-2859.99
89.7	-7742.03	-31.727	-2824.24	-7742.03	-31.727	-2919.24
89.8	-7592.86	-115.49	-2950.18	-7592.86	-115.49	-3045.18
89.9	-7562.01	-226.726	-2931.17	-7562.01	-226.726	-3026.17
90	-7605.09	-174.051	-2764.63	-7605.09	-174.051	-2859.63
90.1	-7902.05	-48.3094	-2875.93	-7902.05	-48.3094	-2970.93
90.2	-8092.73	60.9636	-2503.47	-8092.73	60.9636	-2598.47
90.3	-8446.97	465.188	-2144.14	-8446.97	465.188	-2239.14
90.4	-8526.17	427.307	-1753.36	-8526.17	427.307	-1848.36
90.5	-8763.41	180.907	-1775.26	-8763.41	180.907	-1870.26
90.6	-8854.51	105.74	-1665.51	-8854.51	105.74	-1760.51
90.7	-9021.83	245.379	-1730.66	-9021.83	245.379	-1825.66
90.8	-8846.56	79.2741	-2185.33	-8846.56	79.2741	-2280.33
90.9	-8710.14	-120.275	-2156.48	-8710.14	-120.275	-2251.48
91	-8612.14	197.061	-2340.67	-8612.14	197.061	-2435.67
91.1	-8691.55	487.771	-1922.77	-8691.55	487.771	-2017.77
91.2	-8510.42	329.388	-2217.53	-8510.42	329.388	-2312.53
91.3	-8427.3	436.217	-2720.86	-8427.3	436.217	-2815.86
91.4	-8658.02	293.008	-2746.5	-8658.02	293.008	-2841.5
91.5	-8769.83	242.513	-3234.68	-8769.83	242.513	-3329.68
91.6	-8812.75	229.859	-3294.07	-8812.75	229.859	-3389.07
91.7	-8854.22	77.5123	-3293.41	-8854.22	77.5123	-3388.41
91.8	-8825.09	245.915	-2607.09	-8825.09	245.915	-2702.09
91.9	-8729.19	405.017	-3104.21	-8729.19	405.017	-3199.21
92	-8670.82	315.842	-2906.32	-8670.82	315.842	-3001.32
92.1	-8626.74	621.22	-3234.46	-8626.74	621.22	-3329.46
92.2	-8738.81	652.002	-3382.42	-8738.81	652.002	-3477.42
92.3	-8738.22	658.209	-3826.9	-8738.22	658.209	-3921.9
92.4	-8765.65	592.606	-3492.13	-8765.65	592.606	-3587.13
92.5	-8680.94	558.231	-3575.11	-8680.94	558.231	-3670.11
92.6	-8567.88	284.058	-3001.94	-8567.88	284.058	-3096.94
92.7	-8781.17	183.747	-3559.02	-8781.17	183.747	-3654.02
92.8	-8749.17	274.991	-3164.79	-8749.17	274.991	-3259.79
92.9	-8853.88	27.1971	-3348.47	-8853.88	27.1971	-3443.47
93	-8797.53	85.1802	-3590.78	-8797.53	85.1802	-3685.78
93.1	-9278.57	101.677	-3808.99	-9278.57	101.677	-3903.99
93.2	-9110.64	-22.4636	-3943.52	-9110.64	-22.4636	-4038.52
93.3	-9197.44	-7.29507	-3490.18	-9197.44	-7.29507	-3585.18
93.4	-9148.28	110.49	-3588.29	-9148.28	110.49	-3683.29
93.5	-9321.66	-263.319	-3383.03	-9321.66	-263.319	-3478.03
93.6	-9410.73	-164.701	-3121.93	-9410.73	-164.701	-3216.93
93.7	-9177.38	-204.028	-3587.38	-9177.38	-204.028	-3682.38
93.8	-8982.03	-462.883	-3511.73	-8982.03	-462.883	-3606.73
93.9	-8963.56	-395.029	-3926.9	-8963.56	-395.029	-4021.9
94	-8767.56	-510.006	-3959.39	-8767.56	-510.006	-4054.39
94.1	-8754.36	-639.907	-3278.72	-8754.36	-639.907	-3373.72
94.2	-8537.15	-635.42	-2807.28	-8537.15	-635.42	-2902.28
94.3	-8199.68	-775.445	-2164.67	-8199.68	-775.445	-2259.67
94.4	-7944.63	-1018.52	-2695.61	-7944.63	-1018.52	-2790.61
94.5	-8232.65	-1176.8	-3289.77	-8232.65	-1176.8	-3384.77
94.6	-8333.09	-1031	-3558.33	-8333.09	-1031	-3653.33
94.7	-8719.37	-1273.41	-3869.58	-8719.37	-1273.41	-3964.58
94.8	-8592.7	-1317.5	-3727.67	-8592.7	-1317.5	-3822.67
94.9	-8639.43	-1271.77	-3431.95	-8639.43	-1271.77	-3526.95
95	-8672.6	-1031.88	-3283.69	-8672.6	-1031.88	-3378.69
95.1	-8416.64	-962.098	-2662.64	-8416.64	-962.098	-2757.64
95.2	-8167.08	-812.728	-3080.63	-8167.08	-812.728	-3175.63
95.3	-8378.1	-839.225	-2602.79	-8378.1	-839.225	-2697.79
95.4	-8177.67	-677.462	-2890.99	-8177.67	-677.462	-2985.99
95.5	-8267.49	-681.164	-2718.95	-8267.49	-681.164	-2813.95
95.6	-8176.62	-810.429	-2314.27	-8176.62	-810.429	-2409.27
95.7	-8445.6	-865.742	-1764.23	-8445.6	-865.742	-1859.23
95.8	-8360.42	-1032.76	-1900.46	-8360.42	-1032.76	-1995.46
